"gss_code","gss_name","geography","sex","date","ratio","ratio_lower","ratio_upper","ratio_type","gp_count","actual_births"
"E06000006","Halton","LAD23","persons","01/08/2020",1.085337545,NA,NA,"interpolated",1197.8,NA
"E06000006","Halton","LAD23","persons","01/09/2020",1.086818844,NA,NA,"interpolated",1215,NA
"E06000006","Halton","LAD23","persons","01/10/2020",1.088300143,NA,NA,"interpolated",1190.5,NA
"E06000006","Halton","LAD23","persons","01/11/2020",1.089781442,NA,NA,"interpolated",1171.5,NA
"E06000006","Halton","LAD23","persons","01/12/2020",1.091262741,NA,NA,"interpolated",1161.5,NA
"E06000006","Halton","LAD23","persons","01/01/2021",1.09274404,NA,NA,"actual",1149.4,1256
"E06000006","Halton","LAD23","persons","01/02/2021",1.095169881,NA,NA,"interpolated",1155.7,NA
"E06000006","Halton","LAD23","persons","01/03/2021",1.097595721,NA,NA,"interpolated",1152.4,NA
"E06000006","Halton","LAD23","persons","01/04/2021",1.100021561,NA,NA,"interpolated",1143.6,NA
"E06000006","Halton","LAD23","persons","01/05/2021",1.102447402,NA,NA,"interpolated",1167.9,NA
"E06000006","Halton","LAD23","persons","01/06/2021",1.104873242,NA,NA,"interpolated",1145.7,NA
"E06000006","Halton","LAD23","persons","01/07/2021",1.107299082,NA,NA,"actual",1165.9,1291
"E06000006","Halton","LAD23","persons","01/08/2021",1.104258103,NA,NA,"interpolated",1171.4,NA
"E06000006","Halton","LAD23","persons","01/09/2021",1.101217124,NA,NA,"interpolated",1207.1,NA
"E06000006","Halton","LAD23","persons","01/10/2021",1.098176145,NA,NA,"interpolated",1225,NA
"E06000006","Halton","LAD23","persons","01/11/2021",1.095135165,NA,NA,"interpolated",1216.6,NA
"E06000006","Halton","LAD23","persons","01/12/2021",1.092094186,NA,NA,"interpolated",1236,NA
"E06000006","Halton","LAD23","persons","01/01/2022",1.089053207,NA,NA,"actual",1244.2,1355
"E06000006","Halton","LAD23","persons","01/02/2022",1.082027079,NA,NA,"interpolated",1282.2,NA
"E06000006","Halton","LAD23","persons","01/03/2022",1.075000951,NA,NA,"interpolated",1274.9,NA
"E06000006","Halton","LAD23","persons","01/04/2022",1.067974824,NA,NA,"interpolated",1271.1,NA
"E06000006","Halton","LAD23","persons","01/05/2022",1.060948696,NA,NA,"interpolated",1258.8,NA
"E06000006","Halton","LAD23","persons","01/06/2022",1.053922568,NA,NA,"interpolated",1271.4,NA
"E06000006","Halton","LAD23","persons","01/07/2022",1.04689644,NA,NA,"actual",1238.9,1297
"E06000006","Halton","LAD23","persons","01/08/2022",1.050197439,NA,NA,"interpolated",1170.2,NA
"E06000006","Halton","LAD23","persons","01/09/2022",1.053498438,NA,NA,"interpolated",1157.3,NA
"E06000006","Halton","LAD23","persons","01/10/2022",1.056799436,NA,NA,"interpolated",1154.2,NA
"E06000006","Halton","LAD23","persons","01/11/2022",1.060100435,NA,NA,"interpolated",1143.5,NA
"E06000006","Halton","LAD23","persons","01/12/2022",1.063401433,NA,NA,"interpolated",1144.5,NA
"E06000006","Halton","LAD23","persons","01/01/2023",1.066702432,NA,NA,"actual",1118.4,1193
"E06000006","Halton","LAD23","persons","01/02/2023",1.067649305,NA,NA,"interpolated",1128.7,NA
"E06000006","Halton","LAD23","persons","01/03/2023",1.068596178,NA,NA,"interpolated",1101.8,NA
"E06000006","Halton","LAD23","persons","01/04/2023",1.069543051,NA,NA,"interpolated",1091.9,NA
"E06000006","Halton","LAD23","persons","01/05/2023",1.070489923,NA,NA,"interpolated",1096.6,NA
"E06000006","Halton","LAD23","persons","01/06/2023",1.071436796,NA,NA,"interpolated",1117.7,NA
"E06000006","Halton","LAD23","persons","01/07/2023",1.072383669,NA,NA,"actual",1121.8,1203
"E06000006","Halton","LAD23","persons","01/08/2023",1.077488042,NA,NA,"interpolated",1122,NA
"E06000006","Halton","LAD23","persons","01/09/2023",1.082592416,NA,NA,"interpolated",1119.7,NA
"E06000006","Halton","LAD23","persons","01/10/2023",1.087696789,NA,NA,"interpolated",1108.9,NA
"E06000006","Halton","LAD23","persons","01/11/2023",1.092801162,NA,NA,"interpolated",1090.9,NA
"E06000006","Halton","LAD23","persons","01/12/2023",1.097905535,NA,NA,"interpolated",1068.9,NA
"E06000006","Halton","LAD23","persons","01/01/2024",1.103009908,NA,NA,"actual",1069.8,1180
"E06000006","Halton","LAD23","persons","01/02/2024",1.09937954,1.063804153,1.134954928,"predicted",1091.9,NA
"E06000006","Halton","LAD23","persons","01/03/2024",1.095749172,1.060173785,1.13132456,"predicted",1098.9,NA
"E06000006","Halton","LAD23","persons","01/04/2024",1.092118804,1.056543416,1.127694191,"predicted",1100.5,NA
"E06000006","Halton","LAD23","persons","01/05/2024",1.088488436,1.052913048,1.124063823,"predicted",1097.4,NA
"E06000006","Halton","LAD23","persons","01/06/2024",1.084858068,1.04928268,1.120433455,"predicted",1117.1,NA
"E06000006","Halton","LAD23","persons","01/07/2024",1.081227699,1.045652312,1.116803087,"predicted",1107.7,NA
"E06000006","Halton","LAD23","persons","01/08/2024",1.081227699,1.045652312,1.116803087,"predicted",1121.7,NA
"E06000006","Halton","LAD23","persons","01/09/2024",1.081227699,1.045652312,1.116803087,"predicted",1133.1,NA
"E06000006","Halton","LAD23","persons","01/10/2024",1.081227699,1.045652312,1.116803087,"predicted",1148.6,NA
"E06000006","Halton","LAD23","persons","01/11/2024",1.081227699,1.045652312,1.116803087,"predicted",1152.4,NA
"E06000006","Halton","LAD23","persons","01/12/2024",1.081227699,1.045652312,1.116803087,"predicted",1130.8,NA
"E06000006","Halton","LAD23","persons","01/01/2025",1.081227699,1.045652312,1.116803087,"predicted",1106.2,NA
"E06000006","Halton","LAD23","persons","01/02/2025",1.081227699,1.045652312,1.116803087,"predicted",1104.4,NA
"E06000006","Halton","LAD23","persons","01/03/2025",1.081227699,1.045652312,1.116803087,"predicted",1092.9,NA
"E06000006","Halton","LAD23","persons","01/04/2025",1.081227699,1.045652312,1.116803087,"predicted",1091.8,NA
"E06000006","Halton","LAD23","persons","01/05/2025",1.081227699,1.045652312,1.116803087,"predicted",1067.9,NA
"E06000006","Halton","LAD23","persons","01/06/2025",1.081227699,1.045652312,1.116803087,"predicted",1073.3,NA
"E06000006","Halton","LAD23","persons","01/07/2025",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/08/2025",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/09/2025",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/10/2025",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/11/2025",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/12/2025",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/01/2026",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/02/2026",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/03/2026",1.081227699,1.045652311,1.116803087,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/04/2026",1.081227699,1.045652311,1.116803088,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/05/2026",1.081227699,1.045652311,1.116803088,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/06/2026",1.081227699,1.045652311,1.116803088,"predicted",NA,NA
"E06000006","Halton","LAD23","persons","01/07/2026",1.081227699,1.045652311,1.116803088,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/01/2015",1.078224101,NA,NA,"actual",2175.8,2346
"E06000007","Warrington","LAD23","persons","01/02/2015",1.074557959,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/03/2015",1.070891816,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/04/2015",1.067225674,NA,NA,"interpolated",2198.6,NA
"E06000007","Warrington","LAD23","persons","01/05/2015",1.063559531,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/06/2015",1.059893389,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/07/2015",1.056227246,NA,NA,"actual",2224.9,2350
"E06000007","Warrington","LAD23","persons","01/08/2015",1.057920645,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/09/2015",1.059614044,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/10/2015",1.061307443,NA,NA,"interpolated",2250.2,NA
"E06000007","Warrington","LAD23","persons","01/11/2015",1.063000842,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/12/2015",1.064694241,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/01/2016",1.06638764,NA,NA,"actual",2245.9,2395
"E06000007","Warrington","LAD23","persons","01/02/2016",1.065229636,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/03/2016",1.064071633,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/04/2016",1.06291363,NA,NA,"interpolated",2266.7,NA
"E06000007","Warrington","LAD23","persons","01/05/2016",1.061755627,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/06/2016",1.060597624,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/07/2016",1.05943962,NA,NA,"actual",2234.2,2367
"E06000007","Warrington","LAD23","persons","01/08/2016",1.058268776,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/09/2016",1.057097931,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/10/2016",1.055927086,NA,NA,"interpolated",2186.3,NA
"E06000007","Warrington","LAD23","persons","01/11/2016",1.054756241,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/12/2016",1.053585396,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/01/2017",1.052414551,NA,NA,"actual",2182.6,2297
"E06000007","Warrington","LAD23","persons","01/02/2017",1.052075421,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/03/2017",1.051736291,NA,NA,"interpolated",NA,NA
"E06000007","Warrington","LAD23","persons","01/04/2017",1.051397161,NA,NA,"interpolated",2152.8,NA
"E06000007","Warrington","LAD23","persons","01/05/2017",1.051058031,NA,NA,"interpolated",2126.8,NA
"E06000007","Warrington","LAD23","persons","01/06/2017",1.050718901,NA,NA,"interpolated",2103,NA
"E06000007","Warrington","LAD23","persons","01/07/2017",1.050379771,NA,NA,"actual",2080.2,2185
"E06000007","Warrington","LAD23","persons","01/08/2017",1.051312665,NA,NA,"interpolated",2070.6,NA
"E06000007","Warrington","LAD23","persons","01/09/2017",1.052245559,NA,NA,"interpolated",2079.9,NA
"E06000007","Warrington","LAD23","persons","01/10/2017",1.053178454,NA,NA,"interpolated",2088.3,NA
"E06000007","Warrington","LAD23","persons","01/11/2017",1.054111348,NA,NA,"interpolated",2041.9,NA
"E06000007","Warrington","LAD23","persons","01/12/2017",1.055044242,NA,NA,"interpolated",2055.9,NA
"E06000007","Warrington","LAD23","persons","01/01/2018",1.055977136,NA,NA,"actual",2029.4,2143
"E06000007","Warrington","LAD23","persons","01/02/2018",1.054346244,NA,NA,"interpolated",2031.1,NA
"E06000007","Warrington","LAD23","persons","01/03/2018",1.052715353,NA,NA,"interpolated",2020.7,NA
"E06000007","Warrington","LAD23","persons","01/04/2018",1.051084461,NA,NA,"interpolated",2007.2,NA
"E06000007","Warrington","LAD23","persons","01/05/2018",1.049453569,NA,NA,"interpolated",2030.6,NA
"E06000007","Warrington","LAD23","persons","01/06/2018",1.047822678,NA,NA,"interpolated",2073.5,NA
"E06000007","Warrington","LAD23","persons","01/07/2018",1.046191786,NA,NA,"actual",2108.6,2206
"E06000007","Warrington","LAD23","persons","01/08/2018",1.04727358,NA,NA,"interpolated",2085,NA
"E06000007","Warrington","LAD23","persons","01/09/2018",1.048355374,NA,NA,"interpolated",2080.9,NA
"E06000007","Warrington","LAD23","persons","01/10/2018",1.049437167,NA,NA,"interpolated",2033.3,NA
"E06000007","Warrington","LAD23","persons","01/11/2018",1.050518961,NA,NA,"interpolated",2083.9,NA
"E06000007","Warrington","LAD23","persons","01/12/2018",1.051600755,NA,NA,"interpolated",2069.5,NA
"E06000007","Warrington","LAD23","persons","01/01/2019",1.052682549,NA,NA,"actual",2065.2,2174
"E06000007","Warrington","LAD23","persons","01/02/2019",1.052578105,NA,NA,"interpolated",2101.2,NA
"E06000007","Warrington","LAD23","persons","01/03/2019",1.052473661,NA,NA,"interpolated",2094.2,NA
"E06000007","Warrington","LAD23","persons","01/04/2019",1.052369217,NA,NA,"interpolated",2063.5,NA
"E06000007","Warrington","LAD23","persons","01/05/2019",1.052264772,NA,NA,"interpolated",2026.7,NA
"E06000007","Warrington","LAD23","persons","01/06/2019",1.052160328,NA,NA,"interpolated",2011.3,NA
"E06000007","Warrington","LAD23","persons","01/07/2019",1.052055884,NA,NA,"actual",2011.3,2116
"E06000007","Warrington","LAD23","persons","01/08/2019",1.053436287,NA,NA,"interpolated",2007.1,NA
"E06000007","Warrington","LAD23","persons","01/09/2019",1.054816689,NA,NA,"interpolated",1994.4,NA
"E06000007","Warrington","LAD23","persons","01/10/2019",1.056197091,NA,NA,"interpolated",1993.9,NA
"E06000007","Warrington","LAD23","persons","01/11/2019",1.057577494,NA,NA,"interpolated",2032.2,NA
"E06000007","Warrington","LAD23","persons","01/12/2019",1.058957896,NA,NA,"interpolated",2029.1,NA
"E06000007","Warrington","LAD23","persons","01/01/2020",1.060338298,NA,NA,"actual",1980.5,2100
"E06000007","Warrington","LAD23","persons","01/02/2020",1.063067447,NA,NA,"interpolated",2017,NA
"E06000007","Warrington","LAD23","persons","01/03/2020",1.065796596,NA,NA,"interpolated",1996.9,NA
"E06000007","Warrington","LAD23","persons","01/04/2020",1.068525745,NA,NA,"interpolated",1981.8,NA
"E06000007","Warrington","LAD23","persons","01/05/2020",1.071254894,NA,NA,"interpolated",1963.3,NA
"E06000007","Warrington","LAD23","persons","01/06/2020",1.073984042,NA,NA,"interpolated",1920.3,NA
"E06000007","Warrington","LAD23","persons","01/07/2020",1.076713191,NA,NA,"actual",1905.8,2052
"E06000007","Warrington","LAD23","persons","01/08/2020",1.074362537,NA,NA,"interpolated",1916.6,NA
"E06000007","Warrington","LAD23","persons","01/09/2020",1.072011883,NA,NA,"interpolated",1902.2,NA
"E06000007","Warrington","LAD23","persons","01/10/2020",1.069661229,NA,NA,"interpolated",1848.4,NA
"E06000007","Warrington","LAD23","persons","01/11/2020",1.067310574,NA,NA,"interpolated",1848.3,NA
"E06000007","Warrington","LAD23","persons","01/12/2020",1.06495992,NA,NA,"interpolated",1850,NA
"E06000007","Warrington","LAD23","persons","01/01/2021",1.062609266,NA,NA,"actual",1830.4,1945
"E06000007","Warrington","LAD23","persons","01/02/2021",1.059655038,NA,NA,"interpolated",1814.3,NA
"E06000007","Warrington","LAD23","persons","01/03/2021",1.056700811,NA,NA,"interpolated",1814.4,NA
"E06000007","Warrington","LAD23","persons","01/04/2021",1.053746584,NA,NA,"interpolated",1800.5,NA
"E06000007","Warrington","LAD23","persons","01/05/2021",1.050792356,NA,NA,"interpolated",1820.1,NA
"E06000007","Warrington","LAD23","persons","01/06/2021",1.047838129,NA,NA,"interpolated",1821.4,NA
"E06000007","Warrington","LAD23","persons","01/07/2021",1.044883902,NA,NA,"actual",1800.2,1881
"E06000007","Warrington","LAD23","persons","01/08/2021",1.047834814,NA,NA,"interpolated",1768.2,NA
"E06000007","Warrington","LAD23","persons","01/09/2021",1.050785726,NA,NA,"interpolated",1780.2,NA
"E06000007","Warrington","LAD23","persons","01/10/2021",1.053736638,NA,NA,"interpolated",1794.6,NA
"E06000007","Warrington","LAD23","persons","01/11/2021",1.05668755,NA,NA,"interpolated",1817.3,NA
"E06000007","Warrington","LAD23","persons","01/12/2021",1.059638462,NA,NA,"interpolated",1817.9,NA
"E06000007","Warrington","LAD23","persons","01/01/2022",1.062589374,NA,NA,"actual",1818.2,1932
"E06000007","Warrington","LAD23","persons","01/02/2022",1.059327907,NA,NA,"interpolated",1847.8,NA
"E06000007","Warrington","LAD23","persons","01/03/2022",1.05606644,NA,NA,"interpolated",1846,NA
"E06000007","Warrington","LAD23","persons","01/04/2022",1.052804972,NA,NA,"interpolated",1855.2,NA
"E06000007","Warrington","LAD23","persons","01/05/2022",1.049543505,NA,NA,"interpolated",1849.3,NA
"E06000007","Warrington","LAD23","persons","01/06/2022",1.046282038,NA,NA,"interpolated",1842.8,NA
"E06000007","Warrington","LAD23","persons","01/07/2022",1.04302057,NA,NA,"actual",1861.9,1942
"E06000007","Warrington","LAD23","persons","01/08/2022",1.047645347,NA,NA,"interpolated",1838.8,NA
"E06000007","Warrington","LAD23","persons","01/09/2022",1.052270124,NA,NA,"interpolated",1828.9,NA
"E06000007","Warrington","LAD23","persons","01/10/2022",1.056894901,NA,NA,"interpolated",1834.1,NA
"E06000007","Warrington","LAD23","persons","01/11/2022",1.061519677,NA,NA,"interpolated",1810.5,NA
"E06000007","Warrington","LAD23","persons","01/12/2022",1.066144454,NA,NA,"interpolated",1814,NA
"E06000007","Warrington","LAD23","persons","01/01/2023",1.070769231,NA,NA,"actual",1787.5,1914
"E06000007","Warrington","LAD23","persons","01/02/2023",1.06365237,NA,NA,"interpolated",1808,NA
"E06000007","Warrington","LAD23","persons","01/03/2023",1.056535508,NA,NA,"interpolated",1814.8,NA
"E06000007","Warrington","LAD23","persons","01/04/2023",1.049418647,NA,NA,"interpolated",1821.5,NA
"E06000007","Warrington","LAD23","persons","01/05/2023",1.042301786,NA,NA,"interpolated",1811,NA
"E06000007","Warrington","LAD23","persons","01/06/2023",1.035184925,NA,NA,"interpolated",1835.8,NA
"E06000007","Warrington","LAD23","persons","01/07/2023",1.028068064,NA,NA,"actual",1827.7,1879
"E06000007","Warrington","LAD23","persons","01/08/2023",1.032852078,NA,NA,"interpolated",1810.8,NA
"E06000007","Warrington","LAD23","persons","01/09/2023",1.037636092,NA,NA,"interpolated",1768.1,NA
"E06000007","Warrington","LAD23","persons","01/10/2023",1.042420106,NA,NA,"interpolated",1762.4,NA
"E06000007","Warrington","LAD23","persons","01/11/2023",1.04720412,NA,NA,"interpolated",1724.3,NA
"E06000007","Warrington","LAD23","persons","01/12/2023",1.051988134,NA,NA,"interpolated",1709.2,NA
"E06000007","Warrington","LAD23","persons","01/01/2024",1.056772148,NA,NA,"actual",1703.3,1800
"E06000007","Warrington","LAD23","persons","01/02/2024",1.056423805,1.033130872,1.079716738,"predicted",1722.5,NA
"E06000007","Warrington","LAD23","persons","01/03/2024",1.056075462,1.032782529,1.079368395,"predicted",1712.9,NA
"E06000007","Warrington","LAD23","persons","01/04/2024",1.055727119,1.032434186,1.079020052,"predicted",1685.9,NA
"E06000007","Warrington","LAD23","persons","01/05/2024",1.055378776,1.032085842,1.078671709,"predicted",1721.6,NA
"E06000007","Warrington","LAD23","persons","01/06/2024",1.055030432,1.031737499,1.078323366,"predicted",1706.2,NA
"E06000007","Warrington","LAD23","persons","01/07/2024",1.054682089,1.031389156,1.077975022,"predicted",1702,NA
"E06000007","Warrington","LAD23","persons","01/08/2024",1.054682089,1.031389156,1.077975022,"predicted",1699.6,NA
"E06000007","Warrington","LAD23","persons","01/09/2024",1.054682089,1.031389156,1.077975022,"predicted",1700.9,NA
"E06000007","Warrington","LAD23","persons","01/10/2024",1.054682089,1.031389156,1.077975022,"predicted",1707.6,NA
"E06000007","Warrington","LAD23","persons","01/11/2024",1.054682089,1.031389156,1.077975022,"predicted",1719.2,NA
"E06000007","Warrington","LAD23","persons","01/12/2024",1.054682089,1.031389156,1.077975022,"predicted",1733,NA
"E06000007","Warrington","LAD23","persons","01/01/2025",1.054682089,1.031389156,1.077975023,"predicted",1715.5,NA
"E06000007","Warrington","LAD23","persons","01/02/2025",1.054682089,1.031389156,1.077975023,"predicted",1724.3,NA
"E06000007","Warrington","LAD23","persons","01/03/2025",1.054682089,1.031389156,1.077975023,"predicted",1746.3,NA
"E06000007","Warrington","LAD23","persons","01/04/2025",1.054682089,1.031389156,1.077975023,"predicted",1741.9,NA
"E06000007","Warrington","LAD23","persons","01/05/2025",1.054682089,1.031389156,1.077975023,"predicted",1732.3,NA
"E06000007","Warrington","LAD23","persons","01/06/2025",1.054682089,1.031389156,1.077975023,"predicted",1740.9,NA
"E06000007","Warrington","LAD23","persons","01/07/2025",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/08/2025",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/09/2025",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/10/2025",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/11/2025",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/12/2025",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/01/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/02/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/03/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/04/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/05/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/06/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000007","Warrington","LAD23","persons","01/07/2026",1.054682089,1.031389156,1.077975023,"predicted",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/01/2015",1.117228143,NA,NA,"actual",1979.9,2212
"E06000008","Blackburn with Darwen","LAD23","persons","01/02/2015",1.117397997,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/03/2015",1.117567851,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/04/2015",1.117737705,NA,NA,"interpolated",1988.4,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/05/2015",1.117907559,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/06/2015",1.118077414,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/07/2015",1.118247268,NA,NA,"actual",1930.7,2159
"E06000008","Blackburn with Darwen","LAD23","persons","01/08/2015",1.116892669,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/09/2015",1.115538069,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/10/2015",1.11418347,NA,NA,"interpolated",1884.1,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/11/2015",1.112828871,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/12/2015",1.111474272,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/01/2016",1.110119672,NA,NA,"actual",1905.2,2115
"E06000008","Blackburn with Darwen","LAD23","persons","01/02/2016",1.108866441,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/03/2016",1.107613209,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/04/2016",1.106359977,NA,NA,"interpolated",1968,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/05/2016",1.105106746,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/06/2016",1.103853514,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/07/2016",1.102600282,NA,NA,"actual",1984.4,2188
"E06000008","Blackburn with Darwen","LAD23","persons","01/08/2016",1.105171119,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/09/2016",1.107741957,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/10/2016",1.110312794,NA,NA,"interpolated",1940.2,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/11/2016",1.112883631,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/12/2016",1.115454469,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/01/2017",1.118025306,NA,NA,"actual",1928.4,2156
"E06000008","Blackburn with Darwen","LAD23","persons","01/02/2017",1.119052292,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/03/2017",1.120079278,NA,NA,"interpolated",NA,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/04/2017",1.121106264,NA,NA,"interpolated",1936.7,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/05/2017",1.122133249,NA,NA,"interpolated",1897.1,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/06/2017",1.123160235,NA,NA,"interpolated",1884.9,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/07/2017",1.124187221,NA,NA,"actual",1860.9,2092
"E06000008","Blackburn with Darwen","LAD23","persons","01/08/2017",1.125314189,NA,NA,"interpolated",1841.7,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/09/2017",1.126441157,NA,NA,"interpolated",1845.7,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/10/2017",1.127568125,NA,NA,"interpolated",1847.7,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/11/2017",1.128695093,NA,NA,"interpolated",1829.4,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/12/2017",1.129822061,NA,NA,"interpolated",1826.7,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/01/2018",1.130949028,NA,NA,"actual",1775.5,2008
"E06000008","Blackburn with Darwen","LAD23","persons","01/02/2018",1.126813521,NA,NA,"interpolated",1802.3,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/03/2018",1.122678015,NA,NA,"interpolated",1802.6,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/04/2018",1.118542508,NA,NA,"interpolated",1816,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/05/2018",1.114407001,NA,NA,"interpolated",1826.8,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/06/2018",1.110271494,NA,NA,"interpolated",1824.4,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/07/2018",1.106135987,NA,NA,"actual",1809,2001
"E06000008","Blackburn with Darwen","LAD23","persons","01/08/2018",1.105042109,NA,NA,"interpolated",1792,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/09/2018",1.103948231,NA,NA,"interpolated",1787.1,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/10/2018",1.102854353,NA,NA,"interpolated",1830.9,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/11/2018",1.101760475,NA,NA,"interpolated",1844.8,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/12/2018",1.100666597,NA,NA,"interpolated",1874.6,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/01/2019",1.099572719,NA,NA,"actual",1848.9,2033
"E06000008","Blackburn with Darwen","LAD23","persons","01/02/2019",1.104440644,NA,NA,"interpolated",1838.6,NA
"E06000008","Blackburn with Darwen","LAD23","persons","01/03/2019",1.109308569,NA,NA,"interpolated",1854.2,NA
