"gss_code","gss_name","geography","sex","date","ratio","ratio_lower","ratio_upper","ratio_type","gp_count","actual_births"
"E06000001","Hartlepool","LAD23","persons","01/01/2015",1.153633448,NA,NA,"actual",904.1,1043
"E06000001","Hartlepool","LAD23","persons","01/02/2015",1.149807127,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2015",1.145980807,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2015",1.142154487,NA,NA,"interpolated",876.2,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2015",1.138328167,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2015",1.134501846,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2015",1.130675526,NA,NA,"actual",903,1021
"E06000001","Hartlepool","LAD23","persons","01/08/2015",1.131942927,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2015",1.133210328,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2015",1.134477729,NA,NA,"interpolated",922.8,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2015",1.13574513,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2015",1.137012531,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2016",1.138279933,NA,NA,"actual",948.8,1080
"E06000001","Hartlepool","LAD23","persons","01/02/2016",1.136402031,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2016",1.134524129,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2016",1.132646227,NA,NA,"interpolated",955.9,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2016",1.130768326,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2016",1.128890424,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2016",1.127012522,NA,NA,"actual",950.3,1071
"E06000001","Hartlepool","LAD23","persons","01/08/2016",1.125030329,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2016",1.123048136,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2016",1.121065943,NA,NA,"interpolated",923.5,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2016",1.11908375,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2016",1.117101557,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2017",1.115119363,NA,NA,"actual",942.5,1051
"E06000001","Hartlepool","LAD23","persons","01/02/2017",1.106154563,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2017",1.097189763,NA,NA,"interpolated",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2017",1.088224962,NA,NA,"interpolated",919.8,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2017",1.079260162,NA,NA,"interpolated",903.6,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2017",1.070295362,NA,NA,"interpolated",956.4,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2017",1.061330561,NA,NA,"actual",962,1021
"E06000001","Hartlepool","LAD23","persons","01/08/2017",1.070511013,NA,NA,"interpolated",935,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2017",1.079691465,NA,NA,"interpolated",916,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2017",1.088871917,NA,NA,"interpolated",898,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2017",1.098052369,NA,NA,"interpolated",904,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2017",1.107232821,NA,NA,"interpolated",927,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2018",1.116413273,NA,NA,"actual",901.1,1006
"E06000001","Hartlepool","LAD23","persons","01/02/2018",1.118513429,NA,NA,"interpolated",913.2,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2018",1.120613585,NA,NA,"interpolated",908.2,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2018",1.122713742,NA,NA,"interpolated",905.3,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2018",1.124813898,NA,NA,"interpolated",901.5,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2018",1.126914054,NA,NA,"interpolated",886.8,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2018",1.129014211,NA,NA,"actual",893.7,1009
"E06000001","Hartlepool","LAD23","persons","01/08/2018",1.128127405,NA,NA,"interpolated",907.6,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2018",1.1272406,NA,NA,"interpolated",907.7,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2018",1.126353795,NA,NA,"interpolated",887.9,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2018",1.12546699,NA,NA,"interpolated",904.6,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2018",1.124580185,NA,NA,"interpolated",911.8,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2019",1.12369338,NA,NA,"actual",918.4,1032
"E06000001","Hartlepool","LAD23","persons","01/02/2019",1.118069567,NA,NA,"interpolated",941.6,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2019",1.112445755,NA,NA,"interpolated",945.5,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2019",1.106821943,NA,NA,"interpolated",938.5,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2019",1.10119813,NA,NA,"interpolated",951.1,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2019",1.095574318,NA,NA,"interpolated",943.5,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2019",1.089950506,NA,NA,"actual",929.4,1013
"E06000001","Hartlepool","LAD23","persons","01/08/2019",1.091911225,NA,NA,"interpolated",910.5,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2019",1.093871945,NA,NA,"interpolated",908.5,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2019",1.095832664,NA,NA,"interpolated",910,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2019",1.097793384,NA,NA,"interpolated",903,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2019",1.099754103,NA,NA,"interpolated",866.2,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2020",1.101714823,NA,NA,"actual",851.4,938
"E06000001","Hartlepool","LAD23","persons","01/02/2020",1.109008697,NA,NA,"interpolated",862.6,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2020",1.116302571,NA,NA,"interpolated",875.5,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2020",1.123596445,NA,NA,"interpolated",859.7,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2020",1.130890319,NA,NA,"interpolated",850.6,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2020",1.138184193,NA,NA,"interpolated",840.5,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2020",1.145478067,NA,NA,"actual",850.3,974
"E06000001","Hartlepool","LAD23","persons","01/08/2020",1.139111519,NA,NA,"interpolated",872.3,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2020",1.132744972,NA,NA,"interpolated",863,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2020",1.126378424,NA,NA,"interpolated",846,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2020",1.120011877,NA,NA,"interpolated",843.7,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2020",1.11364533,NA,NA,"interpolated",855.7,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2021",1.107278782,NA,NA,"actual",840.8,931
"E06000001","Hartlepool","LAD23","persons","01/02/2021",1.114701019,NA,NA,"interpolated",818,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2021",1.122123255,NA,NA,"interpolated",802.2,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2021",1.129545492,NA,NA,"interpolated",789.3,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2021",1.136967729,NA,NA,"interpolated",812.3,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2021",1.144389965,NA,NA,"interpolated",796.3,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2021",1.151812202,NA,NA,"actual",775.3,893
"E06000001","Hartlepool","LAD23","persons","01/08/2021",1.148698618,NA,NA,"interpolated",791.9,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2021",1.145585034,NA,NA,"interpolated",800.9,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2021",1.14247145,NA,NA,"interpolated",809.6,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2021",1.139357867,NA,NA,"interpolated",808.6,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2021",1.136244283,NA,NA,"interpolated",834.3,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2022",1.133130699,NA,NA,"actual",822.5,932
"E06000001","Hartlepool","LAD23","persons","01/02/2022",1.129368024,NA,NA,"interpolated",835.8,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2022",1.12560535,NA,NA,"interpolated",846.8,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2022",1.121842675,NA,NA,"interpolated",832.2,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2022",1.118080001,NA,NA,"interpolated",816.5,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2022",1.114317326,NA,NA,"interpolated",811,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2022",1.110554651,NA,NA,"actual",798.7,887
"E06000001","Hartlepool","LAD23","persons","01/08/2022",1.114393507,NA,NA,"interpolated",802.5,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2022",1.118232363,NA,NA,"interpolated",798.3,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2022",1.122071219,NA,NA,"interpolated",787.8,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2022",1.125910075,NA,NA,"interpolated",792.5,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2022",1.12974893,NA,NA,"interpolated",798.5,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2023",1.133587786,NA,NA,"actual",786,891
"E06000001","Hartlepool","LAD23","persons","01/02/2023",1.126007797,NA,NA,"interpolated",794,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2023",1.118427807,NA,NA,"interpolated",806.6,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2023",1.110847817,NA,NA,"interpolated",841.4,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2023",1.103267827,NA,NA,"interpolated",839.1,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2023",1.095687838,NA,NA,"interpolated",826.2,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2023",1.088107848,NA,NA,"actual",830.8,904
"E06000001","Hartlepool","LAD23","persons","01/08/2023",1.100038387,NA,NA,"interpolated",830,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2023",1.111968926,NA,NA,"interpolated",824.3,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2023",1.123899465,NA,NA,"interpolated",830.8,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2023",1.135830003,NA,NA,"interpolated",813.3,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2023",1.147760542,NA,NA,"interpolated",806.4,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2024",1.159691081,NA,NA,"actual",802.8,931
"E06000001","Hartlepool","LAD23","persons","01/02/2024",1.152804202,1.101266183,1.20434222,"predicted",838.1,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2024",1.145917322,1.094379303,1.197455341,"predicted",833.7,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2024",1.139030442,1.087492424,1.190568461,"predicted",829.5,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2024",1.132143563,1.080605544,1.183681582,"predicted",843.4,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2024",1.125256683,1.073718664,1.176794702,"predicted",836.3,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2024",1.118369804,1.066831785,1.169907823,"predicted",837.9,NA
"E06000001","Hartlepool","LAD23","persons","01/08/2024",1.118369804,1.066831785,1.169907823,"predicted",829.8,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2024",1.118369804,1.066831785,1.169907823,"predicted",830.7,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2024",1.118369804,1.066831785,1.169907823,"predicted",833,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2024",1.118369804,1.066831785,1.169907823,"predicted",837,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2024",1.118369804,1.066831785,1.169907823,"predicted",828.9,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2025",1.118369804,1.066831785,1.169907823,"predicted",811.1,NA
"E06000001","Hartlepool","LAD23","persons","01/02/2025",1.118369804,1.066831784,1.169907823,"predicted",813.6,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2025",1.118369804,1.066831784,1.169907823,"predicted",802.5,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2025",1.118369804,1.066831784,1.169907823,"predicted",817.3,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2025",1.118369804,1.066831784,1.169907823,"predicted",807,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2025",1.118369804,1.066831784,1.169907823,"predicted",810.1,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2025",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/08/2025",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/09/2025",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/10/2025",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/11/2025",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/12/2025",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/01/2026",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/02/2026",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/03/2026",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/04/2026",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/05/2026",1.118369804,1.066831784,1.169907823,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/06/2026",1.118369804,1.066831784,1.169907824,"predicted",NA,NA
"E06000001","Hartlepool","LAD23","persons","01/07/2026",1.118369804,1.066831784,1.169907824,"predicted",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2015",1.142677848,NA,NA,"actual",1752.9,2003
"E06000002","Middlesbrough","LAD23","persons","01/02/2015",1.139236021,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2015",1.135794195,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2015",1.132352368,NA,NA,"interpolated",1760.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2015",1.128910541,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2015",1.125468714,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2015",1.122026887,NA,NA,"actual",1740.6,1953
"E06000002","Middlesbrough","LAD23","persons","01/08/2015",1.122337524,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2015",1.12264816,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2015",1.122958796,NA,NA,"interpolated",1769.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2015",1.123269433,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2015",1.123580069,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2016",1.123890705,NA,NA,"actual",1712.8,1925
"E06000002","Middlesbrough","LAD23","persons","01/02/2016",1.121870111,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2016",1.119849516,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2016",1.117828921,NA,NA,"interpolated",1708.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2016",1.115808326,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2016",1.113787732,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2016",1.111767137,NA,NA,"actual",1693.7,1883
"E06000002","Middlesbrough","LAD23","persons","01/08/2016",1.115611971,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2016",1.119456804,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2016",1.123301638,NA,NA,"interpolated",1670.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2016",1.127146471,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2016",1.130991305,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2017",1.134836139,NA,NA,"actual",1681.3,1908
"E06000002","Middlesbrough","LAD23","persons","01/02/2017",1.131633226,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2017",1.128430313,NA,NA,"interpolated",NA,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2017",1.1252274,NA,NA,"interpolated",1741.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2017",1.122024487,NA,NA,"interpolated",1696.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2017",1.118821574,NA,NA,"interpolated",1751.8,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2017",1.115618661,NA,NA,"actual",1774.8,1980
"E06000002","Middlesbrough","LAD23","persons","01/08/2017",1.114708364,NA,NA,"interpolated",1763.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2017",1.113798066,NA,NA,"interpolated",1752,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2017",1.112887769,NA,NA,"interpolated",1724.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2017",1.111977471,NA,NA,"interpolated",1742.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2017",1.111067174,NA,NA,"interpolated",1766.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2018",1.110156876,NA,NA,"actual",1746.6,1939
"E06000002","Middlesbrough","LAD23","persons","01/02/2018",1.108220009,NA,NA,"interpolated",1749.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2018",1.106283142,NA,NA,"interpolated",1721.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2018",1.104346275,NA,NA,"interpolated",1742.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2018",1.102409409,NA,NA,"interpolated",1753.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2018",1.100472542,NA,NA,"interpolated",1735.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2018",1.098535675,NA,NA,"actual",1714.1,1883
"E06000002","Middlesbrough","LAD23","persons","01/08/2018",1.102613243,NA,NA,"interpolated",1673.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2018",1.106690811,NA,NA,"interpolated",1671.8,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2018",1.110768378,NA,NA,"interpolated",1640.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2018",1.114845946,NA,NA,"interpolated",1646.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2018",1.118923514,NA,NA,"interpolated",1684.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2019",1.123001082,NA,NA,"actual",1663.4,1868
"E06000002","Middlesbrough","LAD23","persons","01/02/2019",1.121954699,NA,NA,"interpolated",1686.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2019",1.120908316,NA,NA,"interpolated",1680,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2019",1.119861933,NA,NA,"interpolated",1661.7,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2019",1.11881555,NA,NA,"interpolated",1619.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2019",1.117769167,NA,NA,"interpolated",1593.6,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2019",1.116722783,NA,NA,"actual",1603.8,1791
"E06000002","Middlesbrough","LAD23","persons","01/08/2019",1.121454466,NA,NA,"interpolated",1598.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2019",1.126186149,NA,NA,"interpolated",1582,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2019",1.130917832,NA,NA,"interpolated",1579.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2019",1.135649515,NA,NA,"interpolated",1562.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2019",1.140381197,NA,NA,"interpolated",1549.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2020",1.14511288,NA,NA,"actual",1532.6,1755
"E06000002","Middlesbrough","LAD23","persons","01/02/2020",1.146730437,NA,NA,"interpolated",1565.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2020",1.148347994,NA,NA,"interpolated",1575.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2020",1.149965552,NA,NA,"interpolated",1581.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2020",1.151583109,NA,NA,"interpolated",1542,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2020",1.153200666,NA,NA,"interpolated",1538.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2020",1.154818223,NA,NA,"actual",1543.1,1782
"E06000002","Middlesbrough","LAD23","persons","01/08/2020",1.159073508,NA,NA,"interpolated",1500.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2020",1.163328793,NA,NA,"interpolated",1480.6,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2020",1.167584078,NA,NA,"interpolated",1483.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2020",1.171839363,NA,NA,"interpolated",1504.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2020",1.176094648,NA,NA,"interpolated",1496.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2021",1.180349933,NA,NA,"actual",1486,1754
"E06000002","Middlesbrough","LAD23","persons","01/02/2021",1.176313028,NA,NA,"interpolated",1485.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2021",1.172276123,NA,NA,"interpolated",1479.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2021",1.168239218,NA,NA,"interpolated",1477.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2021",1.164202314,NA,NA,"interpolated",1463.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2021",1.160165409,NA,NA,"interpolated",1455.6,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2021",1.156128504,NA,NA,"actual",1466.1,1695
"E06000002","Middlesbrough","LAD23","persons","01/08/2021",1.154748039,NA,NA,"interpolated",1479.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2021",1.153367574,NA,NA,"interpolated",1510.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2021",1.151987109,NA,NA,"interpolated",1499.8,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2021",1.150606645,NA,NA,"interpolated",1494.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2021",1.14922618,NA,NA,"interpolated",1519.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2022",1.147845715,NA,NA,"actual",1506.3,1729
"E06000002","Middlesbrough","LAD23","persons","01/02/2022",1.146672257,NA,NA,"interpolated",1533.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2022",1.1454988,NA,NA,"interpolated",1560.7,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2022",1.144325342,NA,NA,"interpolated",1582.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2022",1.143151885,NA,NA,"interpolated",1583.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2022",1.141978427,NA,NA,"interpolated",1562.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2022",1.14080497,NA,NA,"actual",1545.4,1763
"E06000002","Middlesbrough","LAD23","persons","01/08/2022",1.141583983,NA,NA,"interpolated",1500.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2022",1.142362996,NA,NA,"interpolated",1525.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2022",1.143142009,NA,NA,"interpolated",1522.7,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2022",1.143921022,NA,NA,"interpolated",1541.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2022",1.144700035,NA,NA,"interpolated",1570.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2023",1.145479048,NA,NA,"actual",1558.3,1785
"E06000002","Middlesbrough","LAD23","persons","01/02/2023",1.139989173,NA,NA,"interpolated",1561.5,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2023",1.134499298,NA,NA,"interpolated",1597.9,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2023",1.129009423,NA,NA,"interpolated",1633.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2023",1.123519549,NA,NA,"interpolated",1637.7,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2023",1.118029674,NA,NA,"interpolated",1620.7,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2023",1.112539799,NA,NA,"actual",1633.2,1817
"E06000002","Middlesbrough","LAD23","persons","01/08/2023",1.11472799,NA,NA,"interpolated",1641.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2023",1.11691618,NA,NA,"interpolated",1635.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2023",1.119104371,NA,NA,"interpolated",1611.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2023",1.121292561,NA,NA,"interpolated",1625.7,NA
"E06000002","Middlesbrough","LAD23","persons","01/12/2023",1.123480752,NA,NA,"interpolated",1645.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/01/2024",1.125668943,NA,NA,"actual",1625.7,1830
"E06000002","Middlesbrough","LAD23","persons","01/02/2024",1.125447292,1.088525368,1.162369215,"predicted",1653.2,NA
"E06000002","Middlesbrough","LAD23","persons","01/03/2024",1.125225641,1.088303717,1.162147564,"predicted",1670.6,NA
"E06000002","Middlesbrough","LAD23","persons","01/04/2024",1.12500399,1.088082066,1.161925913,"predicted",1665.6,NA
"E06000002","Middlesbrough","LAD23","persons","01/05/2024",1.124782339,1.087860415,1.161704262,"predicted",1686.6,NA
"E06000002","Middlesbrough","LAD23","persons","01/06/2024",1.124560688,1.087638764,1.161482611,"predicted",1685.3,NA
"E06000002","Middlesbrough","LAD23","persons","01/07/2024",1.124339037,1.087417113,1.16126096,"predicted",1682.4,NA
"E06000002","Middlesbrough","LAD23","persons","01/08/2024",1.124339037,1.085721499,1.162956575,"predicted",1687,NA
"E06000002","Middlesbrough","LAD23","persons","01/09/2024",1.124339037,1.084025884,1.164652189,"predicted",1708.1,NA
"E06000002","Middlesbrough","LAD23","persons","01/10/2024",1.124339037,1.08233027,1.166347803,"predicted",1739,NA
"E06000002","Middlesbrough","LAD23","persons","01/11/2024",1.124339037,1.080634656,1.168043418,"predicted",1741.9,NA
